Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
ARTNA,Artesian Resources Corporation,22.64,198849995.3,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
ARTC,ArthroCare Corporation,33.37,942769139.9,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/artc
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",6.99,28250448.48,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
ARUN,"Aruba Networks, Inc.",18.4,2100689949,n/a,2007,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/arun
ASBB,"ASB Bancorp, Inc.",17.3,91410137.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASNA,"Ascena Retail Group, Inc.",17.47,2780873342,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASCMA,"Ascent Capital Group, Inc.",75.67,1069399540,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
ASTI,"Ascent Solar Technologies, Inc.",0.78,42225775.8,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asti
AERL,Asia Entertainment & Resources Ltd,4.04,163422702.6,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/aerl
APWC,Asia Pacific Wire & Cable Corporation Limited,3.8,52549702.2,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASIA,"AsiaInfo-Linkage, Inc.",11.44,833707937.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/asia
ASMI,ASM International N.V.,32.8,2072074400,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asmi
ASML,ASML Holding N.V.,90.3,40026682582,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
AZPN,"Aspen Technology, Inc.",34.36,3219826362,n/a,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
ASBC,Associated Banc-Corp,17.11,2839359449,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asbc
ASBCW,Associated Banc-Corp,2.4,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asbcw
ASFI,"Asta Funding, Inc.",8.8,114109943.2,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ATEA,"Astea International, Inc.",2.43,8717136.57,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atea
ASTE,"Astec Industries, Inc.",34.83,795940732.8,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ASTX,"Astex Pharmaceuticals, Inc.",5.43,515541738.9,n/a,1993,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/astx
ALOT,"Astro-Med, Inc.",10.83,80679308.79,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ATRO,Astronics Corporation,42.66,619149877.4,n/a,1972,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ASTC,Astrotech Corporation,0.68,13250974.36,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,4.7,27866187.2,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ATAI,ATA Inc.,5.25,118912500,n/a,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATHN,"athenahealth, Inc.",108.74,4006949386,n/a,1991,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
AFCB,Athens Bancshares Corporation,17.8999,38279580.55,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/afcb
ATHX,"Athersys, Inc.",1.82,103784462.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
AAME,Atlantic American Corporation,3.8,80976328,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
ACFC,Atlantic Coast Federal Corporation,4.251,11176138.31,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ATNI,"Atlantic Tele-Network, Inc.",47.2,742830012.8,n/a,1991,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATLC,Atlanticus Holdings Corporation,3.82,58998295.6,n/a,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,46.61,1176530785,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",9.47,77969549.87,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
ATML,Atmel Corporation,7.61,3253857135,n/a,1991,Technology,Semiconductors,http://www.nasdaq.com/symbol/atml
ATMI,ATMI Inc.,24.53,782546616,n/a,1993,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/atmi
ATOS,Atossa Genetics Inc.,4.5,70110333,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",9.7,203506902.1,n/a,1979,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,ATRION Corporation,251.49,504860893.7,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,6.98,77087748.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
AUBN,"Auburn National Bancorporation, Inc.",23.95,87250161.35,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
ADNC,"Audience, Inc.",9.97,213602444.5,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adnc
AUDC,AudioCodes Ltd.,5.99,228504004.2,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
ADAT,Authentidate Holding Corp.,0.87,26670097.95,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adat
ABTL,Autobytel Inc.,6.04,53776288.36,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ADSK,"Autodesk, Inc.",35.69,8023112000,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
ADP,"Automatic Data Processing, Inc.",72.34,35100989646,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
AMAP,AutoNavi Holdings Limited,15.29,1057226515,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amap
AUXL,"Auxilium Pharmaceuticals, Inc.",17.73,875604046.2,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auxl
AVGO,Avago Technologies Limited,36.79,9083880854,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo
AVNR,"Avanir Pharmaceuticals, Inc.",4.85,705525275.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avnr
AVEO,"AVEO Pharmaceuticals, Inc.",2.16,112684113.4,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",2.51,153717666,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AVID,"Avid Technology, Inc.",5.5,214088858.5,n/a,1993,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/avid
CAR,"Avis Budget Group, Inc.",28.67,3098121714,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
AWRE,"Aware, Inc.",5.02,113305069.6,n/a,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",1.89,205758537.4,n/a,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",3,51419817,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axgn
AXTI,AXT Inc,2.34,76301369.82,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
BCOM,B Communications Ltd.,14.04,419642191.8,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
BOSC,B.O.S. Better Online Solutions,3.86,4456883.38,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BEAV,"B/E Aerospace, Inc.",69.12,7243118945,n/a,1990,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/beav
BIDU,"Baidu, Inc.",134.96,47205565170,n/a,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,50.25,1501584470,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BWINA,"Baldwin & Lyons, Inc.",23.88,356247714.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",24.88,305903008.6,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
BLDP,"Ballard Power Systems, Inc.",1.6,158201080,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BANC,"Banc of California, Inc.",14.21,256025463.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANCL,"Banc of California, Inc.",25.3999,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bancl
BANCP,"Banc of California, Inc.",25.5,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bancp
BANF,BancFirst Corporation,53.3,814786919.7,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.2101,27210100,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BKMU,Bank Mutual Corporation,6.33,293916357.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BOCH,Bank of Commerce Holdings (CA),5.11,76598041.52,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,41.66,227252925.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BKSC,Bank of South Carolina Corp.,13.5225,60222832.38,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",8.55,28665798.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,47.97,1699957214,n/a,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,8.61,181687927.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BANR,Banner Corporation,35.17,687450967.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BBSI,"Barrett Business Services, Inc.",67.77,482636321.4,n/a,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",15.31,166190264.3,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BAXS,"Baxano Surgical, Inc.",1.91,86327477.12,n/a,2001,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/baxs
BV,"Bazaarvoice, Inc.",10.26,759567396.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BBCN,"BBCN Bancorp, Inc.",14.45,1144410840,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbcn
BCBP,"BCB Bancorp, Inc. (NJ)",10.55,88345341.3,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BCSB,"BCSB Bancorp, Inc.",25.2,80379633.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcsb
BECN,"Beacon Roofing Supply, Inc.",38.3,1872721434,n/a,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BBGI,"Beasley Broadcast Group, Inc.",7.33,167976171.1,n/a,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BEBE,"bebe stores, inc.",6.1,481506220.6,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BBBY,Bed Bath & Beyond Inc.,74.36,16193050016,n/a,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BELFA,Bel Fuse Inc.,17.01,194081361.4,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,17.53,161888270.3,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BNCL,"Beneficial Mutual Bancorp, Inc.",9.28,731260158.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BERK,"Berkshire Bancorp, Inc.",7.74,111581372.5,n/a,1972,Finance,Major Banks,http://www.nasdaq.com/symbol/berk
BGMD,"BG Medicine, Inc.",0.91,25406183.53,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/bgmd
BGCP,"BGC Partners, Inc.",6.03,1036383517,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGSC,BGS Acquisition Corp.,10.1,19333935.1,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bgsc
BGSCU,BGS Acquisition Corp.,10.2,19525360.2,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bgscu
BGSCW,BGS Acquisition Corp.,0.16,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bgscw
BGFV,Big 5 Sporting Goods Corporation,18.41,409802476.2,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BASI,"Bioanalytical Systems, Inc.",1.43,10972012.48,n/a,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
BCRX,"BioCryst Pharmaceuticals, Inc.",5.61,330073920.7,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BIOD,Biodel Inc.,5.27,100860938.5,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/biod
BDSI,"BioDelivery Sciences International, Inc.",4.53,172323546.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BIOF,BioFuel Energy Corp.,3.48,21710923.08,n/a,2007,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/biof
BIIB,Biogen Idec Inc.,206.55,49091067534,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BIOL,"Biolase, Inc.",1.61,54676646.5,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BLRX,BioLineRx Ltd.,2.29,50964833.94,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,63.85,8945741985,n/a,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
BRLI,"Bio-Reference Laboratories, Inc.",26.23,725606077,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/brli
BIOS,"BioScrip, Inc.",12.71,861477330.6,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
BSTC,BioSpecifics Technologies Corp,18.66,118300947.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc
BSPM,"Biostar Pharmaceuticals, Inc.",0.8899,10319380.96,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bspm
BOTA,"Biota Pharmaceuticals, Inc.",4.15,117662152.9,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bota
BEAT,"BioTelemetry, Inc.",7.29,185567934.2,n/a,2008,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/beat
BDMS,"Birner Dental Management Services, Inc.",18.16,33625019.68,n/a,1998,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bdms
BJRI,"BJ&#39;s Restaurants, Inc.",32.73,922813709.3,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri
BBOX,Black Box Corporation,29.08,467009474.8,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bbox
BDE,"Black Diamond, Inc.",10.64,339413308.1,n/a,2005,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/bde
BLKB,"Blackbaud, Inc.",35.03,1602618962,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
BBRY,BlackBerry Limited,10.54,5524644756,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bbry
HAWK,"Blackhawk Network Holdings, Inc.",24.93,1294951779,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hawk
BKCC,BlackRock Kelso Capital Corporation,9.98,740930100.1,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/bkcc
ADRA,BLDRS Asia 50 ADR Index Fund,27.871,27871000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adra
ADRD,BLDRS Developed Markets 100 ADR Index Fund,23.01,48321000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adrd
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,35,232750000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adre
ADRU,BLDRS Europe 100 ADR Index Fund,22.65,14722500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adru
BLMN,"Bloomin&#39; Brands, Inc.",23.31,2894807175,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/blmn
BCOR,"Blucora, Inc.",20.23,832465349.7,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bcor
NILE,"Blue Nile, Inc.",38.21,474910370.6,n/a,2004,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/nile
BLUE,"bluebird bio, Inc.",26.81,635965881.4,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/blue
BKEP,"Blueknight Energy Partners L.P., L.L.C.",8.25,187132291.5,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkep
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",8.98,270836422.8,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkepp
BPHX,"BluePhoenix Solutions, Ltd.",4.42,47197047.3,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bphx
BMC,"BMC Software, Inc.",45.95,6525727100,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bmc
BNCN,BNC Bancorp,13.63,361013857.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bncn
BOBE,"Bob Evans Farms, Inc.",52.48,1441511928,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bobe
BODY,Body Central Corp.,7.06,117583198.6,n/a,1991,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/body
BOFI,"BofI Holding, Inc.",65.85,899513041.4,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofi
WIFI,"Boingo Wireless, Inc.",7.8,277591945.8,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/wifi
BOKF,BOK Financial Corporation,66.74,4587654742,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokf
BOLT,Bolt Technology Corporation,18.77,161910545.6,n/a,1981,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bolt
BONA,Bona Film Group Limited,5.2,309386490.4,n/a,2010,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/bona
BNSO,"Bonso Electronics International, Inc.",1.5,7870354.5,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bnso
BAMM,"Books-A-Million, Inc.",2.39,36725272.97,n/a,1992,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bamm
BPFH,"Boston Private Financial Holdings, Inc.",10.99,877398354.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfh
BPFHP,"Boston Private Financial Holdings, Inc.",23.2975,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhp
BPFHW,"Boston Private Financial Holdings, Inc.",4.63,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhw
EPAY,"Bottomline Technologies, Inc.",29.79,1126806690,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/epay
BDBD,"Boulder Brands, Inc.",15.92,947720847.7,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bdbd
BBRG,"Bravo Brio Restaurant Group, Inc.",15.63,306442686.5,n/a,2010,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bbrg
BBEP,"BreitBurn Energy Partners, L.P.",17.62,1756359133,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbep
BDGE,"Bridge Bancorp, Inc.",21.65,200321647.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bdge
BBNK,Bridge Capital Holdings,16.83,264810961.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbnk
BLIN          ,"Bridgeline Digital, Inc.",1.1302,19973211.99,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blin          
BRID,Bridgford Foods Corporation,8.6,78728252.8,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/brid
BCOV,Brightcove Inc.,9.81,277820377.2,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bcov
BRCM,Broadcom Corporation,25.39,14700810000,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/brcm
BSFT,"BroadSoft, Inc.",32.04,900843560.6,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bsft
BVSN,"BroadVision, Inc.",10.01,47209832.67,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bvsn
BYFC,Broadway Financial Corporation,0.8399,1610442.738,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/byfc
BWEN,"Broadwind Energy, Inc.",5.69,82468931.09,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/bwen
